product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
3b15c39a74e4ecb746efcc4fb7d1a95a,office_furniture,44,227,6,155.0,29,32,67
b8f1823fee79c47f986958a3c9e68b5f,furniture_decor,39,1632,3,3686.0,98,14,54
79220c65262c0b83eabaa6808dc1ab5a,housewares,55,772,5,2205.0,28,38,68
ce1d922bd5fe2fa3560037315684f51e,food_drink,37,851,2,2722.0,79,14,50
ba0014aab1e25a7f5bbd494fb02d8db8,perfumery,42,1958,5,2483.0,93,36,66
f4f56306ae9ce229af9ed4e9896b4ce9,toys,56,1309,2,2046.0,55,32,71
86ce8d2568ea28abe7eef0247b85a23f,furniture_decor,49,1632,5,3178.0,82,37,27
644b6155abd66a7686c979ce22c2661e,health_beauty,57,1976,3,4741.0,66,29,16
527788b3f7d94c18736adaf44c02e468,stationery,45,1385,5,840.0,39,26,47
7365a72710bc4c4dd1a2d741282a6461,computers_accessories,43,1271,6,1933.0,99,31,40
5c5030f1f512fb1a09a04e51b2c8fdb0,auto,39,1755,6,1199.0,69,49,45
020572816231844a12dfc447b50747f9,furniture_decor,25,1752,3,1374.0,13,17,57
926abfa97aa1d6378c1cfff3806d1941,sports_leisure,45,780,6,2178.0,73,10,35
95d8a871b3cee99dd32028a5f880b743,stationery,40,1316,1,2740.0,92,13,9
6bb1963817b356b443782c2c13a7d9e8,housewares,58,842,2,512.0,74,30,49
9c365f76f86e49e6bb179e596e4b9327,sports_leisure,26,1276,5,819.0,71,13,11
7db3d9cee4b7733ada78d033fd713ee6,housewares,49,1429,1,2322.0,45,11,47
037914c935e40df8caa47972c2cdecca,pet_shop,21,1140,3,2609.0,30,4,48
22275e9a79646d5c1b63095eb0729c91,fashion_bags_accessories,33,1554,2,1205.0,86,40,7
73ec7886b2154a4646dd0d4d15f24eb5,watches_gifts,34,742,4,332.0,59,9,37
23ddd430b8c231ce3f187b0e4e996fc2,luggage_accessories,23,1868,4,2789.0,36,13,51
21951662537d98aab5c18aa0f59938bf,furniture_decor,51,389,5,1387.0,96,48,68
cc5c94e9d6dc53a00fc27e7e57fee05d,food_drink,33,1668,6,792.0,77,8,26
c293fe9bd09b5b3b2b5a8e9a41f8adec,auto,33,1926,4,4552.0,53,34,62
d7d39ab7c9db60cb0fb307b20c2473f7,luggage_accessories,23,1123,4,1035.0,83,18,6
3b45f6ac8a8c63aca3f343f9de1b26ff,housewares,55,756,1,2602.0,74,4,34
a95897c892acc7db01cde297cbe39272,sports_leisure,37,1830,5,172.0,97,44,25
51f0a348cd11c31c35950c67e95eee85,computers_accessories,22,491,6,1348.0,51,25,42
ff984106d9ba65d7b950849a00722d5b,telephony,42,1468,4,1080.0,37,28,29
f71e4cc1ad919c4d8d2be7ae9ded487a,watches_gifts,52,1961,2,1344.0,18,47,61
0ce21ae587b575b27fe819f075354a2a,computers_accessories,20,1387,4,3365.0,75,10,70
ed902f6dd8148a2137299f4af2e93dbc,telephony,51,464,2,610.0,10,28,28
d5fa5acb77a844da1643fbfe899d004d,fashion_bags_accessories,48,898,6,1909.0,60,21,34
72a9805b7fce90a79e0f6a5177d88ec3,toys,46,1009,1,562.0,28,22,21
5958e0b1dacb16275d42570567fdd1ea,bed_bath_table,52,1638,6,269.0,26,11,16
f9df7a86bdc44482afe6254e94456b05,luggage_accessories,34,252,5,2635.0,89,24,73
68ad0a95ed56753fa1a3ae988d979817,perfumery,53,479,2,496.0,88,34,19
d17e93cc3075ed84da41ab49b8cfbbc5,perfumery,47,1832,1,1317.0,66,38,73
dab9e8aebd6431b5f0d6f9c2b9f9726b,bed_bath_table,35,596,1,2068.0,69,47,65
76502807399dd0b81d7a9fb1ccf2b7db,luggage_accessories,23,1850,3,1122.0,54,27,49
376d49843ea1c758faa2a1989931a00f,perfumery,56,1032,1,1741.0,98,13,48
4e6c242be8aef442c457bbc3a4b7802b,computers_accessories,41,282,6,2712.0,87,35,69
81798b4d09c62896727d288680c76782,telephony,40,1946,1,4271.0,54,11,19
cba04db571a8ad7866805659936970b9,books_general_interest,53,750,6,672.0,54,18,39
090359a78d1b4a1d8a04a5ead439cc7e,pet_shop,25,1555,6,1414.0,54,34,15
43de27168924d8badb4bbdb9c5db3485,furniture_decor,30,516,4,1506.0,75,43,61
273164e107852e89cd9e4b2ba8c79e69,fashion_bags_accessories,21,1792,1,1229.0,81,17,31
afca6d84bc2f5e1cb68cdc82100a3fc9,computers_accessories,33,1155,4,2537.0,29,30,64
de5775f513dc2f414b8fe7432a8286fe,housewares,54,1295,5,1114.0,21,42,51
2a9e760fcec16ecdc539f74be6cffc13,fashion_bags_accessories,53,847,4,1306.0,10,49,6
0bc5dc0bf17d0accbe76bd30580ce05d,toys,55,1022,5,907.0,20,17,30
d58e4b2b14a652a7d45df7286f92c84d,telephony,30,1507,4,950.0,77,10,50
2fa93e72a65ce765c3282b4cc8464623,telephony,33,1156,5,1986.0,26,5,35
66bc4987728d70e2b2a194710c946a74,toys,52,283,5,1101.0,13,48,55
5035278f24fe9cf0d146583196c6700c,perfumery,42,909,1,1100.0,21,20,69
3826c63c167e1fb12b33fa0ab3a12d9d,sports_leisure,39,445,5,1035.0,82,29,73
2fcbd05034c780ef300dfa3e956f3465,sports_leisure,53,1115,6,233.0,79,32,72
93e1dc45795a6e67719468eb3c507f8c,housewares,36,162,5,228.0,66,19,57
a2d074f903fb1606b2f10cea06d9ff76,sports_leisure,42,1376,2,2444.0,86,11,28
7ef56427ca6dc4a0145638cf6a4971e9,watches_gifts,26,320,3,4254.0,30,16,79
0cfaacaa1b242ec2f2bc56dafa80cdf9,toys,57,1930,1,2843.0,79,37,6
25cf7a23588b998cb575bd13a27a11ad,sports_leisure,45,1553,6,320.0,42,47,32
65cf1875e5a7b92806573f7104805f54,luggage_accessories,47,752,5,1353.0,68,8,16
4228f07243e4f27a623b4487c9fbe9d3,furniture_decor,54,213,1,813.0,83,44,29
e8393f0ac35e49a757414fb324eb5edb,telephony,44,1943,5,1915.0,35,16,45
d99a5f2f61ca2ee7447e47a103e2f0ae,telephony,44,1928,3,661.0,71,14,25
9e0a83d6c6c1f4cdc4c51c12098afeb9,watches_gifts,35,858,5,2774.0,65,6,77
249c17141ed8add326ed071921410891,computers_accessories,22,647,6,1242.0,37,25,15
11eb64fc3b5be1732ce17581d561ede0,furniture_decor,35,616,5,50.0,75,5,5
a407cb1b40d8754118e8a4a7ab1890fb,toys,31,392,5,73.0,55,7,53
d6b869ab3be8523187ddebce5a613500,luggage_accessories,34,638,1,3205.0,85,38,54
f8403a47e2c59e8a6f2973e51f43e49a,furniture_decor,52,967,1,1073.0,32,43,19
05b9d12c8383cecb8aba8611722736f5,auto,33,1292,4,1706.0,55,21,56
781f89182ab7191a399ef8511e53e73b,bed_bath_table,52,294,4,716.0,17,10,13
76e9f32d1cb2574f8ec9a801f6d941ef,food_drink,34,1006,5,3256.0,26,37,43
123882d5bc1805a7b5c789f687e6d34f,telephony,26,1913,4,669.0,64,19,29
262bd42fa7ba465c6ee18efcb0c59889,auto,51,1913,6,1828.0,11,9,54
cd73aa8a843b5b6574cfcfbdafbafc08,health_beauty,22,945,3,2151.0,94,40,37
c7e4ac4f8562f70cff5db374efab633a,furniture_decor,26,461,5,1083.0,59,22,40
0f3125c280e5611ad6fe0b80fe38f73f,furniture_decor,52,1771,4,3360.0,96,28,6
a42bb1cdca01a7d11d64d4f1aaa9366e,perfumery,50,1150,2,1282.0,37,49,66
e32b893286a56137a544790bea9f42ca,bed_bath_table,55,474,1,661.0,97,23,59
5bece9c5798bd06d649f737350c40913,housewares,34,648,2,1270.0,13,35,44
4424804a43fed3b110a2c547444a8ba3,telephony,35,1242,6,1513.0,57,31,19
7565e69ccf973b6f95541dbcfc6aab2a,food_drink,42,1472,5,1659.0,28,13,44
e4599220b5739cb509a222bd987d76c5,stationery,35,150,4,1172.0,50,7,57
49748a8be20eb8244c131fe18a161711,food_drink,37,1956,5,2119.0,42,41,18
5abae99894297a5d810cebe77e406e42,bed_bath_table,56,1835,1,915.0,86,8,37
7b2b53ed55a4fb74d658c7dab90f0b2e,luggage_accessories,35,1254,1,1007.0,44,39,31
7177d3fe1eff0863c7e9f021663a36c3,food_drink,59,1067,6,3867.0,68,32,9
7baeee60971e0153d04af31158432393,housewares,50,1251,6,162.0,77,46,16
7e440127e24f30648840f08e74d68b9c,computers_accessories,22,1330,6,1704.0,27,16,50
6af1117bd150f089b229f2db8b466c8c,fashion_bags_accessories,50,638,6,811.0,14,19,76
a08377cb6ca92e4e9be746a0df9ad603,furniture_decor,38,1600,6,1550.0,94,46,11
cd518f4fd59722a4f2135e706122c369,stationery,29,795,2,2492.0,27,8,69
fed9b8b7d349e24580a898147c3728e5,luggage_accessories,47,1454,1,2206.0,76,22,13
e850a91f5417150404639b2b1a13d632,fashion_bags_accessories,55,1419,4,1154.0,14,19,17
bce7f5842eb6746eec4f62b22281d89a,bed_bath_table,30,123,2,1040.0,71,45,76
fad7bca9c0e3fdf8f4e7fe01337d9e73,toys,36,1918,5,610.0,15,27,12
b70fdbe4f5a93654100410f2e7b2a3cf,computers_accessories,46,1132,6,959.0,92,43,61
f73cbf892e6bacf352e649cce625b7c6,health_beauty,40,1899,5,1860.0,93,25,42
64aa1fbc7825fe904afd8cfbecf3eeed,food_drink,23,1493,4,1299.0,61,41,27
d7c5cc08076007258a4f3846e68f97be,health_beauty,22,1332,2,117.0,49,39,19
c3331faeb852ca73528e665e3c717c4c,telephony,44,1832,3,1040.0,58,8,37
bb15be92e6de523f0775f4827d6274bf,fashion_bags_accessories,21,807,3,2881.0,42,6,8
a7e8b8ef398fc1a1bc7f760b6d5e7c4c,sports_leisure,21,667,3,1848.0,85,42,33
0d9231972f4308a4154978149cc1290d,fashion_bags_accessories,29,954,3,6674.0,84,8,13
ad95698f03407ab9b9799249141194ad,luggage_accessories,45,1890,1,2598.0,42,34,9
64ab76a2c4f683bcb882092506d3b1ea,housewares,43,1045,3,729.0,79,36,30
b6235293e16aa4355e9a73c9e16da410,furniture_decor,49,1276,4,1813.0,66,26,29
e66512db365f92fb5bfa6297edec6f96,perfumery,37,543,4,2901.0,21,35,75
b2bcb1b5897d03214f40bd9c129526eb,health_beauty,39,680,5,342.0,67,6,65
ad8c3adb02dc3e16e0a896c5237970a9,auto,23,1035,3,1358.0,67,22,21
357a3cb47b46b680b5700d079fdcbe5f,auto,50,1846,4,1195.0,99,28,71
53c54872dc478a83d4c47c9b5d66950d,telephony,48,1539,2,2309.0,77,35,79
85ac48977b5097ffa6cc485e5e7bd747,fashion_bags_accessories,32,1242,1,2228.0,66,48,21
5e9a2956d0690de59732ba42fc51ccfc,stationery,55,1097,3,2969.0,73,33,67
e337f8cd018b1556366af7edf0b0b87a,pet_shop,28,588,3,763.0,93,43,10
3e45353475ad1895d76e84366172678f,auto,55,192,2,938.0,54,6,24
b8ccf1572711b16069bed1b5ca9bf303,luggage_accessories,51,1935,3,1389.0,17,30,75
195a843393da2226adaa4bb74dac8413,perfumery,22,587,1,491.0,93,3,13
f3c435b876f9f77cc20aee3e451501ff,pet_shop,51,1863,6,3259.0,45,8,35
6945c63826a12a21cda498528d75b9c5,office_furniture,50,862,1,1271.0,77,25,10
f975b36df2f1a76d2f52c378bf7cb6fa,health_beauty,31,1872,5,464.0,70,7,77
47a605eb7c89f9dd8c740ce5dbbf80fa,furniture_decor,21,261,3,794.0,92,3,35
2a4c03b6bee3dfb954d2c47e6bf76b8c,perfumery,32,1054,2,1819.0,81,47,57
76f3d152eacf56daf3704f83e2050564,luggage_accessories,36,1969,6,853.0,53,2,35
42e4e43c8dec2b5eb392971a0ccae864,stationery,27,786,1,182.0,49,45,60
373c50cd304d761cd40565d2eec81212,office_furniture,50,418,1,1330.0,65,22,56
fb943164019c7331292a6234ecd85241,office_furniture,30,296,1,696.0,14,41,55
92085560474cfe5cfa49d29121864ba8,watches_gifts,23,464,5,1926.0,47,7,44
2b1a2f14fcef50fb08ff69e59fb6f7a0,health_beauty,42,575,5,650.0,54,4,23
eb45ff284098bdbaf57b2f3892ebc67e,furniture_decor,29,1314,1,2300.0,65,30,60
29cd9d8fc63695ace8f8d2456284e1ca,computers_accessories,24,1389,4,1545.0,10,16,43
598e38e852ed9b954371d24f4a65ce67,fashion_bags_accessories,34,1909,1,682.0,15,43,52
9417e158e80b4f2e9c87caab3d557178,books_general_interest,29,1703,2,1752.0,86,11,28
f1f83a4c0bde56afbc7010171fccc675,telephony,46,517,5,447.0,91,12,71
b05a029f177f6ce1dd36fa74646a6fc2,perfumery,54,1057,1,1026.0,52,13,24
fb62530b6d2fad2090f4c2ca6a31f362,pet_shop,21,1022,1,2538.0,69,45,14
3cf02663d085f79470e9be1abf463f68,auto,51,1649,1,1575.0,92,29,76
b6dff1b71a2c350761aca1da808a7e00,books_general_interest,35,1660,1,909.0,39,17,40
d438806f3484c16e1e8ce3f2f7a7af59,books_general_interest,41,1680,5,721.0,35,22,16
74f1dc293bfd20f0790b7eb53e5139a1,books_general_interest,44,751,4,971.0,75,5,20
90e4f2969583684504d41d47a42ff239,telephony,26,239,6,1126.0,79,38,60
43025d33c3bb220ef45e86b3c799b228,sports_leisure,27,103,2,2658.0,31,44,71
48573c2ef7577c5725db79619f53d906,fashion_bags_accessories,26,1156,1,590.0,58,17,46
616f9b86965985615b3855c109294036,sports_leisure,53,991,3,2070.0,85,37,26
af290f69dd8b1fe871adf2ed9cd39da4,computers_accessories,23,735,6,2968.0,70,2,30
4087ef7b15ed6d135d55a7eae9d454b6,stationery,37,646,4,1582.0,28,6,73
689f24f612afe20b2f0f91ac0da47495,food_drink,36,217,5,731.0,71,15,62
83f95eee8eb1f0bbe1963742eda536cd,pet_shop,59,1434,4,1049.0,14,10,24
4480b1f09bcd28fb5308d3c5853044b0,computers_accessories,20,1074,1,6185.0,21,32,54
e4bb435a17ff654a23d2115954095535,books_general_interest,27,636,3,63.0,56,14,43
3391bfd0d841819f1a91a7c409c2f593,health_beauty,21,1859,5,743.0,17,13,36
f1b97359f1061d5046edd5e9f128828a,perfumery,48,680,4,1801.0,61,26,65
b60b77bc965a4461189faec5014f4d41,food_drink,37,397,3,985.0,68,21,6
39dd89c1824e0d1a43554b3a8330b955,bed_bath_table,48,375,4,1109.0,64,24,52
3cdaa07a854f46f4291011c68d3b2640,books_general_interest,59,268,2,1635.0,80,43,72
f0fb3f9a938a39bf14a074ee52432e2d,auto,27,658,1,898.0,95,42,16
318dce99be686309615a307df548d493,bed_bath_table,49,1783,1,1113.0,48,11,39
f60bb216741e0a2f312f3ca16f52ad24,auto,51,1058,6,1924.0,40,9,18
66f2465e06a7e8e25969aac0611b0978,watches_gifts,24,1372,5,2258.0,41,39,27
437dfcf37dc627b8c9b75eb0685c1f9d,health_beauty,36,1201,4,1277.0,23,10,77
59a8ed90e0409b23be7f1e0a7de64460,books_general_interest,44,1591,5,791.0,77,3,59
5aeeae497d8d3b01cf863e8f4d913dad,pet_shop,32,970,6,166.0,63,28,17
4a73c9d800e66748851e532c7a99bfd5,books_general_interest,40,1811,6,2797.0,82,41,51
ad52239a2a17bfbe05d5729edcae0125,pet_shop,30,738,4,1641.0,56,20,71
b71c5ab42077f35021e8c8c8f9a10095,stationery,48,1080,1,1490.0,79,10,57
b68bfceb1a383412e838c317b58786b1,perfumery,42,1916,6,2832.0,50,32,60
94ff7bedd06943447aa1227cf0cb2438,sports_leisure,58,1048,4,474.0,74,19,58
a5c2c2fbb82e77f6dd8d3ea1c6150c74,furniture_decor,22,1258,6,897.0,90,7,65
830a1d2c613a287970049442f30e72bd,food_drink,59,1439,2,1521.0,30,14,21
7afe291e17414e385f1f716264db077a,sports_leisure,27,1266,1,2142.0,20,25,60
bf84ce34f94822664aef54883696c7d2,fashion_bags_accessories,27,1324,3,198.0,52,46,19
8b2a6abdcdf7077f68756cf13ef98efc,toys,51,1949,3,693.0,84,46,60
ea5197a449452ab181c085e4273b498e,watches_gifts,30,880,3,173.0,71,19,16
61b08fce6406634465580fa924b6cd0d,books_general_interest,47,870,5,882.0,22,23,52
51763585b1ead0d6c5768b8f5735fb30,telephony,46,1075,3,2610.0,45,37,51
9aabc874cce0bd403eeb4855e8139f4b,furniture_decor,27,1215,6,523.0,18,9,54
04372153c83f56a155bf1f210de0465c,perfumery,27,1160,4,894.0,20,7,48
b360fc974a94a8583231da21e25f3808,pet_shop,28,882,3,1008.0,13,32,13
8b556691469b579c1e68eeab79a7ca25,bed_bath_table,53,561,4,1437.0,77,19,13
21d18caa7bbdd3f7807574a78a55b555,perfumery,33,1360,5,983.0,60,19,39
766da530e00ac991dcb6a1946fa9400d,office_furniture,46,1082,2,1251.0,84,44,75
282ddb9a8c9847152b44189f15d01cb0,furniture_decor,39,497,6,6868.0,80,20,18
2beb9b93b5ef270fa29d9b9d8552bd22,bed_bath_table,29,1081,5,1110.0,67,35,10
e7fad4027eecc0bef4a57ea90307edd0,office_furniture,38,1447,6,962.0,57,49,65
d81f8bb5720fe1f45433ddfe6f333850,luggage_accessories,26,371,2,207.0,38,23,34
9aa08c4bba79f319fa5e3319e5f47faf,toys,35,1545,6,1452.0,93,49,24
ab9b8c00bac3aa862ff19630450de0bf,office_furniture,49,1510,2,150.0,60,14,32
5fe4597fdbaf7492e8c91c7b9e29d6e7,sports_leisure,23,1047,5,3711.0,91,32,42
5b22a6c22298592b15a01bae72d0ebca,health_beauty,36,1267,6,967.0,47,26,70
35c49faa1425545d392ba975264caf65,food_drink,29,1735,5,438.0,91,12,45
e1d24905abca3ae48dd6f9e9b805520a,books_general_interest,26,1753,2,2950.0,95,15,34
135581e94c66953b16ce5384e6082ada,housewares,21,1129,5,635.0,48,18,53
76c7d8e3321be9c724358dc9fd023a53,bed_bath_table,26,909,2,975.0,51,5,37
410a954b714173365b5146be02ae26bf,sports_leisure,33,1708,2,2962.0,34,31,32
821cd15c14ad0941c67f45fac745aeb8,housewares,42,325,3,548.0,32,18,45
0693506cc9af7d541c31edd3836f94a5,bed_bath_table,49,126,1,509.0,35,25,10
336c8d9f7a393b5fd71c753e443fbe02,books_general_interest,59,645,3,1640.0,40,32,71
2e80300b7478b1114fe431b0f9f41cde,computers_accessories,52,649,1,867.0,10,3,65
61e5dd306f10c2bd01cf44043299ddf5,computers_accessories,45,1697,1,1323.0,99,29,35
221dfc23f0cb53c2649b3bdc8dbbe6f1,housewares,33,1249,5,986.0,49,10,43
210f409ba7fca51568ae27635b9d4e60,food_drink,22,776,4,633.0,59,14,69
64b936fae06cb5cc942222e2cce3aeff,stationery,47,1930,4,452.0,91,12,55
374dee69ddf96be1eadf01c31e2a05cf,telephony,59,1487,4,508.0,48,23,71
3fb11c7d197a598856dd327b3b74e677,stationery,48,1689,5,1404.0,38,17,26
f5b955c38f8301ed3b524c43db5e7b25,health_beauty,39,773,2,701.0,16,49,78
3897f16a6920430322edffcb40df23db,toys,59,1087,5,435.0,40,7,64
beb43fe75975a4c0dde93cdd9f35dba0,health_beauty,47,1934,6,1089.0,12,14,68
75ee705c1d1a171f5cdc69ee876f70c8,telephony,44,1085,2,1711.0,44,17,50
f9fde86278b58ab06c0365bb9b866353,books_general_interest,28,1285,5,441.0,71,40,24
14368dc4d11e00f4e83972f2a83bc19d,perfumery,51,758,1,1166.0,37,9,13
9eef5094838080a1aff91664b72f2373,auto,27,1584,6,2246.0,50,27,51
b6e58510185f2adfd422ec234057f3e8,luggage_accessories,29,936,4,2152.0,26,41,7
41e1bce7312717a677d5a3bc8333fa52,housewares,41,1244,6,2199.0,48,10,32
f2704474b747a43149835221ac030d21,computers_accessories,38,1323,3,467.0,97,16,39
e94a7f397bd68e73218183245de90366,watches_gifts,47,112,6,839.0,20,8,13
6b018ea6a1ca70d901303f0bfea91b73,food_drink,28,930,4,2270.0,14,27,38
11f1389a05520e6677d056c03a84f022,auto,58,1669,5,107.0,10,32,5
5092555fe308ae1fea0a4db1d87589c1,stationery,30,282,2,1256.0,84,34,19
ffda2cab078bafa57445e9328560f30a,computers_accessories,23,1868,3,2019.0,82,2,78
9e39dff7d63dd4bce27641fcabd4fb55,health_beauty,23,1592,3,2817.0,44,5,68
ff68f6301de8bb9522d184c0a7abb99e,stationery,57,220,6,1148.0,69,16,35
6f9f99c2606859c9804b31cba54ad939,perfumery,36,331,3,1511.0,69,4,13
7e01541b3d0853bc16b8e596c5225190,luggage_accessories,27,465,5,403.0,69,13,10
28b38a21f1fd022de373d450e0d8e035,pet_shop,36,559,3,2915.0,69,24,63
2d3a4aeacca06972b82a2e5497586a4a,office_furniture,35,1424,6,1364.0,13,4,13
a08b480e4f19d89c69b77c295fe9c842,housewares,44,466,1,1110.0,38,27,10
00df80895ffed2824b180c06ff21f2a6,furniture_decor,38,807,4,924.0,71,16,27
6d57a33012605504c3e72fe2cc7454bf,toys,34,1038,5,353.0,85,49,15
ba69db6498854d38795697f43664f494,pet_shop,39,1141,3,1631.0,86,16,10
d36293270ede4f0958582b2c12fbb324,furniture_decor,35,1807,6,1389.0,10,37,64
dd016990e6bc51462e57abe4ac72dfcf,toys,44,424,6,2410.0,53,47,38
c4a46e19ce99847bc4e41c85c91842bd,watches_gifts,42,1551,2,2920.0,50,29,69
c6d55571ceb2948f467c2f9db255b751,furniture_decor,44,187,5,1176.0,53,36,13
171af982104a32560ed3c90da227f2b1,watches_gifts,21,1097,1,508.0,66,46,25
da7788c3445a6f4c74c8deadc4d0a34d,housewares,51,452,4,566.0,36,2,26
832fad7eba5549400d2dadf2904b6559,perfumery,58,1742,4,1985.0,83,14,33
ef37dfa76bda63aefbf0ee7ac80e9eb5,watches_gifts,23,349,1,859.0,78,24,18
3b2e50d27423c28f5b508bcf5a0997e2,housewares,45,1266,1,578.0,41,38,60
828eb3e8f8176b5b4634c72d0a5590fe,food_drink,54,428,1,1993.0,68,31,27
36429d26985211a1d1a88a564e78cb12,perfumery,24,837,6,1334.0,68,21,48
ee8fa7c94d3a3e44da6dfbf3073a4528,housewares,42,1803,6,1360.0,17,34,21
76e667da0f1ddc70873238a2caab5154,toys,32,118,6,837.0,58,49,50
518513717b94c661100be956510b921e,food_drink,39,252,4,894.0,15,32,56
c3b742166795935ff51ea37927f8430b,books_general_interest,42,1891,5,1364.0,69,23,28
e76cd03cca2870ea2f2e4733028e6fa6,health_beauty,29,1346,1,801.0,53,10,74
194ec60212a6a2447dc8a82ee26e5fcd,telephony,37,1497,1,3362.0,55,26,36
a343f921a5cf04ceb507cfe18f972522,food_drink,53,933,6,1268.0,95,16,68
5f2d19ccbe3c409ff575f75107a018d7,books_general_interest,44,682,1,1500.0,42,4,76
1d22298d79480ad2fb053e05b437d497,office_furniture,20,930,4,2170.0,37,13,20
209619ccbf1fceabbc31110d4f98d60e,telephony,29,193,3,1771.0,73,30,33
7231a50c16f0500c237b6a4f84c0d726,luggage_accessories,33,997,5,510.0,99,39,74
15096ec24aaa0d6e300e91f30ae68410,stationery,33,1169,4,476.0,80,48,30
45273e8c42bd7e5e464314bf8c1fbdf7,luggage_accessories,24,660,6,847.0,22,2,55
965346b0d72dcbfb409a3a17030df7e0,stationery,51,1104,2,793.0,19,4,62
7f2bb10f0689a0160ee6bc9be379d7d0,fashion_bags_accessories,47,220,3,2288.0,50,35,69
6a3bc3f4ab5736e77dfab1c090c1c393,office_furniture,24,123,6,512.0,83,29,28
012a6bc1830381369c826047ec353455,stationery,49,1999,4,2009.0,32,15,66
4a32164b2d5a523f6443f9067152880e,books_general_interest,37,641,1,2055.0,59,14,62
c7ad0ad907f8c5322f51bf4666bbff06,watches_gifts,44,1986,6,2032.0,48,12,5
6cee2fdc0e98af657ba93fb7a1cd6e6f,pet_shop,31,981,6,736.0,13,34,70
8e7a4e5cd30942d51467e95dccb38233,sports_leisure,49,1124,3,3924.0,37,24,37
9cc0f8c66911f9d0c8cb72977cca3f43,furniture_decor,54,1484,3,309.0,37,6,12
a9f972dfc2c244f77389e8ce14a59d9c,auto,56,1886,5,222.0,28,47,32
9726c093ca8cf881d9f8cdd96d4a7310,pet_shop,27,258,2,2063.0,44,27,9
a3477a51c82b46636865be35f0b0a306,books_general_interest,26,588,2,1716.0,31,47,8
17d5ac53c5e0042143f97c62ae7953ef,sports_leisure,27,1256,5,1208.0,20,30,55
6618651e28fafbe748a191a78863f64a,watches_gifts,30,1457,6,2320.0,69,30,64
16ffe4c605952820ee3d88b75ffd2c7a,office_furniture,40,118,6,531.0,61,30,54
415aad89445f4906b84f7f70f2013286,watches_gifts,28,796,3,1649.0,58,28,62
30c2762224d93b9d0d2fb8faf9f218c0,fashion_bags_accessories,33,489,5,2840.0,34,42,30
8468ee67820763518a0e5341f7c4d55b,pet_shop,44,1712,3,959.0,18,4,66
18078218b9b6dea21c46bc046ef4b265,perfumery,41,710,2,2269.0,24,35,23
13eb3e74f742990ff2c792bdc2bd9a5b,health_beauty,32,713,1,752.0,84,13,11
a0173362553a40d2cdb8bb862b8a634b,fashion_bags_accessories,40,842,1,1371.0,85,5,30
f937333539e99dfc95556166aefb004c,telephony,51,1967,3,547.0,54,10,31
437af8e886f15af189a28a8aa75bc245,pet_shop,43,1660,1,1992.0,58,2,13
238c2a8743439bd7c42d244e71e9b898,books_general_interest,47,1556,6,1083.0,78,19,35
20ac3a57631dd8bf0c1a89dda8c23e27,office_furniture,25,1552,6,848.0,95,14,38
88b5c5ca4df5bb6be3a911758eec825c,sports_leisure,38,1689,3,1754.0,10,2,33
9cc13be2826c547ef3b5cc39003358d2,pet_shop,53,761,6,2331.0,25,9,30
3944efee4dd886aa46decd472c345c82,computers_accessories,21,734,3,934.0,29,32,48
33e9258a74cc49d03dde35832c355422,computers_accessories,26,1494,6,473.0,69,24,60
8fe9ee48efc0710b85b0eff150a04a12,telephony,27,1186,6,510.0,17,11,12
a04a81290328ca052e3ae143811cbdc3,auto,57,1468,2,1008.0,97,11,72
5ad4ed0b264a9eff152f48d2b94b89ae,health_beauty,34,1852,3,3106.0,81,15,70
4a78e8a183e57ce72f7a08f0baa4684f,luggage_accessories,31,1269,1,919.0,99,34,5
a84024dbb2f4ea7a1f8e66d77c7c0c42,health_beauty,33,435,4,1800.0,22,40,5
8b6360adc5b47751abe1f98f38863e66,health_beauty,30,955,3,2237.0,96,27,72
bf1bbf1f24a9300f16cf5a2065a59d03,perfumery,50,468,5,2278.0,76,20,41
03bd961faf2a270caf25fbcba27b1760,food_drink,28,1336,4,1390.0,61,10,34
a976d1ed154fc9c3e8efac82f784b653,auto,33,558,4,4501.0,83,12,50
9d9a2b8c78c74a217c9a8852ea1cd181,telephony,45,541,6,630.0,34,38,34
47c0bd8d838498781cf1dfdbd26522f4,luggage_accessories,32,1615,5,1715.0,64,22,29
ef3152a01b74533c8d4e529767f6d9fc,books_general_interest,52,1424,3,1416.0,62,14,8
090f31a33a48595e5c6339acc0b6f45a,health_beauty,21,560,4,1061.0,43,41,18
0cf89d68e3f377d59913a0bd95959893,telephony,55,151,1,4287.0,86,38,26
c257e631a15aa23abdeaa74425db3525,food_drink,56,1754,5,617.0,96,35,16
f2151937007df0c06f73ddaf39ac3eeb,stationery,24,1826,4,1148.0,61,9,22
0ad52e77fb05183ed08bceff0d56cdd2,auto,42,814,3,515.0,70,7,24
64c42d0ee2d21a802fe932458943e2f6,auto,54,1635,4,525.0,98,21,53
c08c5d21c1674c3573c6e31c0a234f94,health_beauty,50,1995,2,2261.0,65,48,61
cc6fdadb037c84d2569687200df353f7,office_furniture,30,1388,2,1888.0,89,10,34
0cb28ec4c6414bddd02308d7a2437df0,luggage_accessories,58,918,3,1893.0,77,33,30
023c1768d777f9fe5c3bf19bd8e20798,fashion_bags_accessories,28,1962,5,1740.0,85,2,73
